gamma,R,F_bond,T,traversal_time,sigma,V,V_double_prime,stable
0.8442211055276382,0.04284040692810744,0.0017790810866063125,23.342448676506464,6.38168824450825,0.0006671554074773678,-10.493079374890117,-43.48916709822288,False
0.8492462311557789,0.04230557737734718,0.0017132780869594712,23.637545259823284,6.421900388146888,0.000642479282609802,-10.610651020267325,-43.66181856423691,False
0.8542713567839196,0.04177742476242569,0.0016499089475762924,23.936372471177126,6.462365915597776,0.0006187158553411091,-10.729325255762156,-43.82705674577892,False
0.8592964824120604,0.04125586572693137,0.0015888836470927805,24.23897747338292,6.5030864234770345,0.0005958313676597927,-10.849106256083155,-43.98454376506743,False
0.864321608040201,0.04074081795509326,0.0015301154937715868,24.54540802549066,6.544063518461325,0.000573793310164345,-10.969998000273575,-44.13393125995253,False
0.8693467336683417,0.04023220015878955,0.0014735210023488592,24.855712490322993,6.585298817351267,0.0005525703758808219,-11.09200426291639,-44.274860094002634,False
0.8743718592964824,0.03972993206471818,0.0014190197754361863,25.169939842108146,6.6267939471352335,0.0005321324157885693,-11.215128605067308,-44.40696005846621,False
0.8793969849246231,0.03923393440172756,0.0013665343893091227,25.488139674209368,6.668550545053533,0.000512450395990921,-11.339374364908235,-44.52984956535465,False
0.8844221105527639,0.03874412888830545,0.0013159902839200673,25.810362206952096,6.710570258663011,0.000493496356470025,-11.464744648113454,-44.64313533324503,False
0.8894472361809045,0.03826043822022419,0.001267315656979244,26.13665829554998,6.752854745902065,0.00047524337136721625,-11.59124231792054,-44.74641206518481,False
0.8944723618090452,0.037782786058339915,0.001220441361953311,26.46707943813124,6.795405675156055,0.00045766551073249184,-11.71886998489796,-44.83926211732887,False
0.8994974874371859,0.0373110970165443,0.001175300809836714,26.801677783866417,6.8382247253231245,0.0004407378036887678,-11.847629996400912,-44.92125515856014,False
0.9045226130653267,0.03684529664986668,0.001131829874556218,27.14050614119885,6.881313585880456,0.00042443620295858157,-11.977524425706847,-44.99194782242739,False
0.9095477386934674,0.03638531144272461,0.0010899668018742542,27.483617986179254,6.9246739569509295,0.0004087375507028455,-12.108555060821894,-45.050883348830666,False
0.914572864321608,0.03593106879732115,0.0010496521216616652,27.831067470905715,6.968307549370187,0.00039361954562312464,-12.240723392949146,-45.09759121586467,False
0.9195979899497487,0.03548249702218707,0.0010108285634152204,28.182909432070232,7.0122160847541615,0.0003790607112807077,-12.37403060460944,-45.131586763748146,False
0.9246231155778895,0.035039525320866065,0.0009734409748998983,28.53919939961342,7.056401295566985,0.0003650403655874622,-12.508477557405243,-45.15237080702991,False
0.9296482412060302,0.034602083780741096,0.0009374362438003465,28.899993605488646,7.100864925189349,0.00035153859142513,-12.644064779417794,-45.15942923702187,False
0.9346733668341709,0.034170103362000465,0.0009027632222702261,29.26534899253684,7.1456087279873,0.0003385362083513348,-12.780792452227447,-45.15223261475603,False
0.9396984924623115,0.03374351588674146,0.0008693726542722577,29.635323223473613,7.190634469381451,0.0003260147453520967,-12.918660397546978,-45.13023575212674,False
